type,title,director,date_added,release_year,rating,duration
Movie,The Debt Collector,Jesse V. Johnson,2018-09-03,2018,TV-MA,96
Movie,The Debt Collector 2,Jesse V. Johnson,2020-08-31,2020,TV-MA,97
Movie,The Decline,Patrice Laliberté,2020-03-27,2020,TV-MA,83
TV Show,The Deep,,2019-11-01,2019,TV-Y7,3
TV Show,The Defected,,2019-05-12,2019,TV-14,1
TV Show,The Degenerates,,2019-12-31,2019,TV-MA,2
Movie,The Delivery Boy,Adekunle Nodash Adejuyigbe,2020-05-14,2018,TV-14,67
Movie,The Departed,Martin Scorsese,2021-01-01,2006,R,151
Movie,Autohead,Rohit Mittal,2017-01-01,2016,TV-MA,97
Movie,The Desert Bride,Cecilia Atán Valeria Pivato,2018-11-08,2017,TV-14,78
Movie,The Detained,Blair Hayes,2019-02-15,2017,TV-14,85
Movie,The Devil All The Time,Antonio Campos,2020-09-16,2020,R,139
Movie,The Devil and Father Amorth,William Friedkin,2018-07-23,2017,TV-PG,69
Movie,The Devil Inside,William Brent Bell,2019-11-20,2012,R,84
TV Show,The Devil Is a Part-Timer!,,2019-04-01,2013,TV-14,1
TV Show,The Devil Next Door,,2019-11-04,2019,TV-MA,1
TV Show,The Devil Punisher,Chang Chin-jung Chen Rong-hui,2020-10-26,2020,TV-14,1
Movie,The Devil We Know,Stephanie Soechtig Jeremy Seifert,2019-01-15,2018,TV-14,88
Movie,The Devil's Mistress,Filip Renc,2017-05-15,2016,TV-MA,110
Movie,13 Cameras,Victor Zarcoff,2016-08-13,2015,NR,90
Movie,Automata,Gabe Ibáñez,2017-09-08,2014,R,110
Movie,The Diabolical,Alistair Legrand,2018-08-01,2015,TV-MA,86
Movie,The Dirt,Jeff Tremaine,2019-03-22,2019,TV-MA,108
TV Show,The Disappearance of Madeleine McCann,,2019-03-15,2019,TV-14,1
Movie,The Disaster Artist,James Franco,2020-06-01,2017,R,104
TV Show,The Disastrous Life of Saiki K.,,2019-03-01,2018,TV-14,3
TV Show,The Disastrous Life of Saiki K.: Reawakened,,2019-12-30,2019,TV-14,1
Movie,The Discovery,Charlie McDowell,2017-03-31,2017,TV-MA,102
Movie,The Distinguished Citizen,Gastón Duprat Mariano Cohn,2017-09-01,2016,TV-MA,113
Movie,The Do-Over,Steven Brill,2016-05-27,2016,TV-MA,109
Movie,The Doll,Rocky Soraya,2019-01-15,2016,TV-MA,106
TV Show,Autumn's Concerto,,2016-08-01,2009,TV-14,1
Movie,The Doll 2,Rocky Soraya,2019-01-15,2017,TV-MA,117
TV Show,The Dragon Prince,,2019-11-22,2019,TV-Y7,3
TV Show,The Dream Catchers,,2017-10-01,2009,TV-14,1
TV Show,The Dream Job,,2017-06-01,2016,TV-14,1
Movie,The Dreamer,Riri Riza,2018-10-04,2009,TV-PG,121
Movie,The Drowning,Bette Gordon,2017-09-01,2016,TV-MA,99
Movie,The Drug King,Woo Min-ho,2019-02-21,2018,TV-MA,139
TV Show,The Drunk and on Drugs Happy Funtime Hour,,2018-08-24,2011,TV-MA,1
TV Show,The Duchess,,2020-09-11,2020,TV-MA,1
Movie,The Duel,Kieran Darcy-Smith,2019-06-02,2016,R,110
Movie,Ava,Tate Taylor,2020-12-07,2020,R,97
Movie,The Dukes of Hazzard,Jay Chandrasekhar,2020-01-01,2005,PG-13,104
Movie,The Dukes of Hazzard: The Beginning,Robert Berlinger,2020-01-01,2007,R,95
TV Show,The Eagle of El-Se'eed,,2019-03-25,2018,TV-14,1
TV Show,The Eddy,Damien Chazelle Houda Benyamina Laïla Marrakchi Alan Poul,2020-05-08,2020,TV-MA,1
Movie,The Edge of Democracy,Petra Costa,2019-06-19,2019,TV-14,122
Movie,The Edge of Seventeen,Kelly Fremon Craig,2019-02-01,2016,R,105
Movie,The Eichmann Show,Paul Andrew Williams,2017-08-31,2015,TV-MA,96
TV Show,The Eighties,,2018-09-30,2016,TV-PG,1
Movie,The Emigrant,Youssef Chahine,2020-06-19,1994,TV-14,130
Movie,The End,Mohammed Alhmly,2020-05-17,2019,TV-MA,97
TV Show,Avatar: The Last Airbender,,2020-05-15,2007,TV-Y7,3
Movie,The End of Evangelion,Hideaki Anno Kazuya Tsurumaki,2019-06-21,1997,TV-MA,87
TV Show,The End of the F***ing World,,2019-11-05,2019,TV-MA,2
Movie,The End of the Tour,James Ponsoldt,2018-07-26,2015,R,106
Movie,The Endless,Justin Benson Aaron Moorhead,2018-09-19,2017,TV-MA,112
Movie,The Endless Trench,Aitor Arregi Jon Garaño Jose Mari Goenaga,2020-11-06,2019,TV-MA,148
TV Show,The English Game,,2020-03-20,2020,TV-14,1
TV Show,The Epic Tales of Captain Underpants,,2019-07-19,2019,TV-Y7,3
TV Show,The Epic Tales of Captain Underpants in Space,,2020-07-10,2020,TV-Y7,1
Movie,The Evil Dead,Sam Raimi,2020-01-10,1981,TV-MA,85
Movie,The Exception,David Leveaux,2019-07-26,2016,R,107
Movie,Ave Maryam,Ertanto Robby Soediskam,2020-09-03,2018,TV-PG,73
TV Show,The Expanding Universe of Ashley Garcia,,2020-12-09,2020,TV-PG,3
Movie,The Eyes of My Mother,Nicolas Pesce,2017-04-06,2016,R,76
Movie,The F**k-It List,Michael Duggan,2020-07-01,2019,TV-MA,103
Movie,The Family,Luc Besson,2020-06-01,2013,R,112
TV Show,The Family Court,,2017-11-01,2010,TV-MA,1
TV Show,The Fear,Michael Samuels,2017-03-31,2012,TV-MA,1
Movie,The Fear of 13,David Sington,2016-06-01,2015,TV-MA,95
Movie,The Feels,Jenée LaMarque,2018-07-01,2018,TV-MA,88
TV Show,The Fierce Wife,,2016-09-01,2010,TV-MA,1
Movie,The Fighter,David O. Russell,2019-01-13,2010,R,116
Movie,Avengement,Jesse V. Johnson,2019-09-17,2019,TV-MA,88
Movie,The Figurine (Araromire),Kunle Afolayan,2019-10-01,2009,TV-14,121
Movie,The Final Destination,David R. Ellis,2020-01-01,2009,R,82
TV Show,The Final Table,,2018-11-20,2018,TV-PG,1
Movie,The First Lady,Omoni Oboli,2019-12-20,2015,TV-MA,107
Movie,The First Line,Coerte Voorhees John Voorhees,2016-09-20,2014,TV-14,87
Movie,The First Temptation of Christ,Rodrigo Van Der Put,2019-12-03,2019,TV-MA,46
Movie,The First Wives Club,Hugh WIlson,2019-11-20,1996,PG,103
TV Show,The Five,Mark Tonderai,2017-09-15,2016,TV-MA,1
Movie,The Five Venoms,Cheh Chang,2018-07-31,1978,R,97
TV Show,The Fix,,2018-12-14,2018,TV-MA,1
Movie,Avengers: Infinity War,Anthony Russo Joe Russo,2018-12-25,2018,PG-13,150
TV Show,The Flash,Glen Winter,2020-05-20,2019,TV-14,6
Movie,The Flintstones,Brian Levant,2019-10-01,1994,PG,91
Movie,The Flintstones in Viva Rock Vegas,Brian Levant,2019-10-01,2000,PG,91
Movie,The Florida Project,Sean Baker,2020-04-06,2017,R,111
Movie,The Flying Guillotine,Meng Hua Ho,2018-07-28,1975,TV-MA,101
Movie,The Forbidden Kingdom,Rob Minkoff,2019-07-01,2008,PG-13,104
Movie,The Force,Peter Nicks,2018-01-29,2017,TV-MA,92
Movie,The Foreigner,Martin Campbell,2020-02-14,2017,R,113
Movie,The Forest,Jason Zada,2020-02-16,2016,PG-13,93
Movie,The Forest of Love,Sion Sono,2019-10-11,2019,TV-MA,151
Movie,Avicii: True Stories,Levan Tsikurishvili,2018-12-28,2017,TV-MA,97
TV Show,The Forest of Love: Deep Cut,Sion Sono,2020-04-30,2020,TV-MA,1
Movie,The Forgotten,Oliver Frampton,2017-09-11,2014,TV-MA,89
Movie,The Forty-Year-Old Version,Radha Blank,2020-10-09,2020,R,124
TV Show,The Fosters,,2017-05-10,2017,TV-14,5
Movie,The Founder,John Lee Hancock,2020-08-21,2016,PG-13,115
TV Show,The Frankenstein Chronicles,,2018-02-20,2017,TV-MA,2
Movie,The Free Man,Toa Fraser,2017-10-01,2016,TV-PG,84
TV Show,The Frozen Dead,,2018-01-01,2017,TV-MA,1
Movie,The Frozen Ground,Scott Walker,2020-08-27,2013,R,106
Movie,The Fundamentals of Caring,Rob Burnett,2016-06-24,2016,TV-MA,97
Movie,Await Further Instructions,Johnny Kevorkian,2019-02-02,2018,TV-MA,91
TV Show,The Furchester Hotel,,2017-01-02,2015,TV-Y,2
Movie,The Fury of a Patient Man,Raúl Arévalo,2017-02-15,2016,TV-MA,92
TV Show,The Future of Water,,2016-07-01,2007,TV-PG,1
TV Show,The Game,,2020-08-15,2008,TV-14,3
Movie,The Game Changers,Louie Psihoyos,2019-10-16,2018,TV-MA,86
Movie,The Garden of Words,Makoto Shinkai,2019-11-15,2013,TV-14,46
TV Show,The Garfield Show,,2020-11-01,2018,TV-Y,4
Movie,The Gathering,Nia Dinata,2018-12-08,2003,TV-14,124
Movie,The Gentleman Driver,Mario Mattei,2019-01-31,2018,TV-MA,83
TV Show,The Get Down,,2017-04-07,2017,TV-MA,2
Movie,Awake,Aleksandr Chernyaev Fedor Lyass,2019-11-24,2019,TV-MA,92
Movie,The Ghost and the Tout,Charles Uwagbai,2020-02-14,2018,TV-14,100
TV Show,The Ghost Bride,Quek Shio-chuan,2020-01-23,2020,TV-14,1
Movie,The Ghost Who Walks,Cody Stokes,2020-04-07,2019,TV-MA,107
Movie,The Giant,Aitor Arregi Jon Garaño,2018-11-15,2017,TV-14,115
TV Show,The Gift,,2020-09-10,2020,TV-MA,2
Movie,The Girl Allergic to Wi-Fi,Jun Lana,2019-08-21,2018,TV-MA,104
Movie,The Girl from the Song,Ibai Abad,2017-11-24,2016,TV-MA,101
Movie,The Girl with the Dragon Tattoo,David Fincher,2021-01-05,2011,R,158
TV Show,The Golden Path,,2017-11-01,2007,TV-MA,1
TV Show,The Golden Years with Javed Akhtar,,2017-06-01,2016,TV-G,1
TV Show,13 Reasons Why,,2020-06-05,2020,TV-MA,4
TV Show,Awake: The Million Dollar Game,,2019-06-14,2019,TV-PG,1
Movie,The Golem,Doron Paz Yoav Paz,2019-06-26,2018,TV-MA,95
TV Show,The Good Bandit,,2019-08-30,2018,TV-MA,1
Movie,The Good Catholic,Paul Shoulberg,2018-01-24,2017,PG-13,97
TV Show,The Good Cop,,2018-09-21,2018,TV-14,1
TV Show,The Good Detective,,2020-11-01,2020,TV-MA,1
Movie,The Good Neighbor,Kasra Farahani,2016-12-05,2016,TV-MA,97
TV Show,The Good Place,,2020-09-26,2020,TV-14,4
Movie,The Goods: Live Hard Sell Hard,Neal Brennan,2019-11-20,2009,R,89
TV Show,The goop lab with Gwyneth Paltrow,,2020-01-24,2020,TV-MA,1
Movie,The Gospel of John,David Batty,2018-10-20,2014,TV-14,161
TV Show,Away,,2020-09-04,2020,TV-14,1
Movie,The Gospel of Luke,David Batty,2018-10-19,2015,TV-14,205
Movie,The Gospel of Mark,David Batty,2018-10-19,2015,TV-14,123
Movie,The Gospel of Matthew,David Batty,2018-10-19,2014,TV-14,190
TV Show,The Governor,,2020-08-08,2016,TV-14,1
Movie,The Grandmaster,Wong Kar Wai,2019-09-26,2013,PG-13,108
Movie,The Great Battle,,2019-04-08,2018,TV-MA,136
TV Show,The Great British Baking Show,Andy Devonshire,2020-09-25,2020,TV-14,8
TV Show,The Great British Baking Show: Holidays,,2020-12-04,2020,TV-14,3
TV Show,The Great British Baking Show: Masterclass,,2018-12-01,2018,TV-PG,4
TV Show,The Great British Baking Show: The Beginnings,,2018-11-01,2012,TV-PG,1
TV Show,Away From Home,,2019-05-08,2015,TV-PG,1
Movie,The Great Gambler,Shakti Samanta,2019-12-31,1979,TV-14,161
Movie,The Great Hack,Karim Amer Jehane Noujaim,2019-07-24,2019,TV-MA,114
TV Show,The Great Heist,,2020-08-14,2020,TV-MA,1
Movie,The Great Magician,Yee Tung-Shing,2019-05-11,2011,TV-14,128
Movie,The Great Raid,John Dahl,2019-11-01,2005,R,133
TV Show,The Great Train Robbery,,2017-03-31,2013,NR,1
Movie,The Green Hornet,Michel Gondry,2020-04-18,2011,PG-13,119
Movie,The Green Inferno,Eli Roth,2019-11-16,2013,R,101
Movie,The Guardian Brothers,Gary Wang,2017-09-01,2016,TV-G,86
Movie,The Guernsey Literary and Potato Peel Pie Society,Mike Newell,2018-08-10,2018,TV-PG,124
Movie,Awe,Prasanth Varma,2019-02-15,2018,TV-MA,111
TV Show,The Guest,,2020-12-01,2018,TV-14,1
TV Show,The Guild,,2019-03-02,2013,TV-MA,1
Movie,The Half Of It,Alice Wu,2020-05-01,2020,PG-13,105
Movie,The Happytime Murders,Brian Henson,2020-12-01,2018,R,91
Movie,The Hard Way,Keoni Waxman,2019-03-05,2019,TV-MA,94
Movie,The Hateful Eight,Quentin Tarantino,2017-10-25,2015,R,168
TV Show,The Hateful Eight: Extended Version,Quentin Tarantino,2019-04-25,2015,R,1
Movie,The Hater,Jan Komasa,2020-07-29,2020,TV-MA,136
Movie,The Hatred,Michael G. Kehoe,2017-12-11,2017,R,94
TV Show,The Haunted Hathaways,,2021-01-01,2013,TV-G,2
Movie,Axone,Nicholas Kharkongor,2020-06-12,2020,TV-MA,101
TV Show,The Haunting of Bly Manor,,2020-10-09,2020,TV-MA,1
TV Show,The Haunting of Hill House,,2018-10-12,2018,TV-MA,1
Movie,The Haunting of Molly Hartley,Mickey Liddell,2018-10-04,2008,PG-13,85
Movie,The Healer,Paco Arango,2020-06-01,2017,TV-14,108
TV Show,The Healing Powers of Dude,,2020-01-13,2020,TV-G,1
Movie,The Heartbreak Club,Charles Gozali Bagus Bramanti,2021-01-14,2020,TV-14,101
Movie,The Heartbreak Kid,Bobby Farrelly Peter Farrelly,2020-05-01,2007,R,116
Movie,The Heat: A Kitchen (R)evolution,Maya Gallus,2019-05-07,2018,TV-MA,71
Movie,The Help,Tate Taylor,2020-06-01,2011,PG-13,147
Movie,The Heretics,Chad Archibald,2019-09-04,2017,TV-MA,88
Movie,Ayana,Gangadhar Salimath,2019-02-15,2017,TV-MA,112
Movie,The Heroes of Evil,Zoe Berriatúa,2016-06-01,2015,TV-MA,99
Movie,The Heyday of the Insensitive Bastards,Mark Columbus Lauren Hoekstra Sarah Kruchowski Ryan Moody Simon Savelyev Vanita Shastry Shadae Lamar Smith Jeremy David White,2018-02-26,2017,TV-MA,96
Movie,The Highwaymen,John Lee Hancock,2019-03-29,2019,R,132
Movie,The History of Future Folk,John Mitchell Jeremy Kipp Walker,2020-12-23,2012,TV-14,85
TV Show,The Hockey Girls,Kiko Cruz Claverol Patricia Font,2019-09-20,2019,TV-MA,1
Movie,The Holiday Calendar,Bradley Walsh,2018-11-02,2018,TV-G,95
TV Show,The Holiday Movies That Made Us,,2020-12-01,2020,TV-PG,1
TV Show,The Hollow,,2020-05-08,2020,TV-Y7,2
Movie,The Hollow Point,Gonzalo López-Gallego,2017-03-16,2016,R,97
TV Show,The Hollywood Masters,,2018-10-23,2017,TV-MA,3
Movie,Ayotzinapa el paso de la tortuga,Enrique García Meza,2018-12-01,2018,TV-MA,73
Movie,The Holy Man,Note Chern-Yim,2018-07-25,2005,TV-14,92
TV Show,The Homecoming,,2017-06-02,2015,TV-PG,1
TV Show,The Honeymoon Stand Up Special,,2018-04-17,2018,TV-MA,1
TV Show,The Hook Up Plan,,2019-10-11,2020,TV-MA,2
Movie,The House Next Door,Milind Rau,2018-01-09,2017,TV-MA,135
TV Show,The House of Flowers,,2020-04-23,2020,TV-MA,3
Movie,The House of Flowers Presents: The Funeral,Manolo Caro,2019-11-01,2019,TV-MA,36
Movie,The House on Coco Road,Damani Baker,2017-06-30,2016,TV-14,79
TV Show,The House That Made Me,,2017-03-31,2015,TV-PG,3
Movie,The Hows of Us,Cathy Garcia-Molina,2020-10-22,2018,TV-14,120
Movie,Azali,Kwabena Gyansah,2020-02-07,2018,TV-14,89
Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,Rudradeep Bhattacharjee,2017-04-01,2013,TV-PG,53
Movie,The Humanity Bureau,Rob W. King,2018-12-18,2017,R,94
Movie,The Hummingbird Project,Kim Nguyen,2020-10-22,2018,R,111
Movie,The Hundred-Foot Journey,Lasse Hallström,2019-01-31,2014,PG,123
TV Show,The Hunt,,2017-05-14,2015,TV-PG,1
Movie,The Hurricane Heist,Rob Cohen,2018-09-26,2018,PG-13,103
Movie,The Hurt Business,Vlad Yudin,2017-02-01,2016,PG-13,111
TV Show,The I-Land,,2019-09-12,2019,TV-MA,1
TV Show,The Idhun Chronicles,Maite Ruiz De Austri,2021-01-08,2021,TV-14,2
TV Show,The Iliza Shlesinger Sketch Show,,2020-04-01,2020,TV-MA,1
Movie,Azhar,Anthony D'Souza,2019-04-12,2016,TV-14,129
Movie,The Imaginarium of Doctor Parnassus,Terry Gilliam,2019-03-08,2009,PG-13,123
Movie,The Impossible,J.A. Bayona,2020-11-01,2012,PG-13,114
TV Show,The In-Laws,,2017-08-01,2011,TV-14,1
TV Show,The InBESTigators,,2020-01-10,2020,TV-Y,2
TV Show,The Inbetweeners,,2018-01-01,2010,TV-MA,3
Movie,The Incident,Isaac Ezban,2017-06-19,2014,TV-MA,100
Movie,The Incredible Jessica James,Jim Strouse,2017-07-28,2017,TV-MA,84
Movie,The Incredible Story of the Giant Pear,Philip Einstein Lipski Jørgen Lerdam Amalie Næsby Fick,2019-03-01,2018,TV-G,75
Movie,The Incredibles 2,Brad Bird,2019-01-30,2018,PG,118
TV Show,The Indian Detective,,2017-12-19,2017,TV-14,1
Movie,Aziz Ansari Live at Madison Square Garden,Aziz Ansari,2015-03-06,2015,TV-MA,58
Movie,The Indian in the Cupboard,Frank Oz,2020-11-01,1995,PG,96
Movie,The Influence,Dennis Rovira van Boekholt,2019-10-11,2019,TV-MA,102
Movie,The Informant!,Steven Soderbergh,2018-08-01,2009,R,108
TV Show,The Inmate,,2019-09-26,2018,TV-MA,1
TV Show,The Innocence Files,,2020-04-15,2020,TV-MA,1
TV Show,The Innocent Man,,2018-12-14,2018,TV-MA,1
TV Show,The Innocents,,2018-08-24,2018,TV-MA,1
Movie,The Intent,Femi Oyeniran Kalvadour Peterson,2017-05-15,2016,TV-MA,99
Movie,The Intent 2: The Come Up,Femi Oyeniran Nicky Slimting Walker,2019-02-21,2018,TV-MA,103
Movie,The International Player,Ahmed Medhat,2020-04-25,2009,TV-14,93
TV Show,13 Reasons Why: Beyond the Reasons,,2019-08-23,2019,TV-MA,3
Movie,Aziz Ansari: Buried Alive,Will Lovelace Dylan Southern,2013-11-01,2013,TV-MA,80
Movie,The Interview,Craig Monahan,2016-11-01,1998,NR,101
Movie,The Intouchables,Olivier Nakache Éric Toledano,2021-01-11,2011,R,112
Movie,The Invention of Lying,Ricky Gervais Matthew Robinson,2020-01-01,2009,PG-13,99
TV Show,The Investigator: A British Crime Story,,2020-03-05,2018,TV-MA,2
Movie,The Invisible Guardian,Fernando González Molina,2017-08-03,2017,TV-MA,129
Movie,The Invisible Guest,Paulo Oriol,2017-07-01,2016,TV-14,106
Movie,The Invitation,Karyn Kusama,2016-07-08,2015,TV-MA,100
TV Show,The Irish Mob,,2016-12-01,2008,TV-MA,1
Movie,The Irishman,Martin Scorsese,2019-11-27,2019,R,209
Movie,The Irishman: In Conversation,,2019-12-05,2019,TV-MA,24
Movie,Aziz Ansari: RIGHT NOW,Spike Jonze,2019-07-09,2019,TV-MA,65
Movie,The Iron Lady,Phyllida Lloyd,2019-07-07,2011,PG-13,105
TV Show,The Irregular at Magic High School,,2017-11-15,2014,TV-14,1
Movie,The Island,Toka McBaror,2019-11-29,2018,TV-14,93
TV Show,The IT Crowd,,2017-08-01,2013,TV-MA,5
Movie,The Ivory Game,Kief Davidson Richard Ladkani,2016-11-04,2016,TV-14,112
Movie,The Jack King Affair,Benjamin Cohen Nicolas Cotto,2018-01-02,2015,TV-14,52
TV Show,The Jaime Maussan Show,,2017-12-01,2010,TV-PG,1
Movie,The Jane Austen Book Club,Robin Swicord,2019-03-08,2007,PG-13,106
TV Show,The Joel McHale Show with Joel McHale,,2018-07-15,2018,TV-MA,2
Movie,The Journey Is the Destination,Bronwen Hughes,2017-11-07,2016,R,123
TV Show,B: The Beginning,,2018-03-02,2018,TV-MA,1
TV Show,The Judgement,,2018-11-02,2018,TV-MA,1
TV Show,The Jungle Book,,2019-05-11,2010,TV-Y7,1
Movie,The Jungle School,Riri Riza,2018-10-30,2013,TV-PG,90
TV Show,The K2,,2019-10-01,2016,TV-14,1
Movie,The Karate Kid,Harald Zwart,2019-10-17,2010,PG,140
TV Show,The Keepers,,2017-05-19,2017,TV-MA,1
Movie,The Keeping Hours,Karen Moncrieff,2018-09-01,2017,PG-13,95
Movie,The Killer,Marcelo Galvão,2017-11-10,2017,TV-MA,100
Movie,The Killing of a Sacred Deer,Yorgos Lanthimos,2020-04-05,2017,R,121
Movie,The Kindergarten Teacher,Sara Colangelo,2018-10-12,2018,R,97
Movie,B.A. Pass,Ajay Bahl,2018-06-07,2013,TV-14,99
TV Show,The Kindness Diaries,,2019-05-01,2019,TV-PG,1
Movie,The King,David Michôd,2019-11-01,2019,R,141
TV Show,The King: Eternal Monarch,,2020-04-18,2020,TV-14,1
TV Show,The King's Avatar,,2019-08-16,2019,TV-MA,1
Movie,The King's Speech,Tom Hooper,2018-06-02,2010,R,118
TV Show,The Kirlian Frequency,,2019-02-15,2017,TV-14,1
Movie,The Kissing Booth,Vince Marcello,2018-05-11,2018,TV-14,105
Movie,The Kissing Booth 2,Vince Marcello,2020-07-24,2020,TV-14,133
Movie,The Kite,Randa Chahal Sabbag,2020-10-19,2003,TV-MA,76
Movie,The Knight Before Christmas,Monika Mitchell,2019-11-21,2019,TV-14,93
Movie,B.A. Pass 2,Shadab Khan,2018-06-01,2017,TV-14,126
TV Show,The Kominsky Method,,2019-10-25,2019,TV-MA,2
TV Show,The Lady in Dignity,,2018-01-30,2017,TV-MA,1
Movie,The Lake House,Alejandro Agresti,2019-09-01,2006,PG,98
Movie,The Lamb,Timothy Reckart,2018-06-04,2017,PG,86
Movie,The Land,Youssef Chahine,2020-06-18,1970,TV-MA,130
Movie,The Land of Cards,Qaushiq Mukherjee,2016-11-22,2012,TV-14,113
TV Show,The Land of Hypocrisy,,2019-03-13,2018,TV-14,1
Movie,The Land of Steady Habits,Nicole Holofcener,2018-09-14,2018,TV-MA,98
Movie,The Land of the Enlightened,Pieter-Jan De Pue,2017-01-01,2016,TV-MA,84
Movie,Baadshaho,Milan Luthria,2017-10-16,2017,TV-14,135
Movie,The Larva Island Movie,Ahn Byoung-wook,2020-07-23,2020,TV-Y7,91
Movie,The Last Airbender,M. Night Shyamalan,2020-04-08,2010,PG,104
Movie,The Last Bomb of the Second World War,Athiyan Athirai,2020-03-03,2019,TV-14,133
Movie,The Last Boy Scout,Tony Scott,2019-11-01,1991,R,105
TV Show,The Last Czars,,2019-07-03,2019,TV-MA,1
TV Show,The Last Dance,,2020-07-19,2020,TV-MA,1
Movie,The Last Days of American Crime,Olivier Megaton,2020-06-05,2020,TV-MA,149
Movie,The Last Days of Chez Nous,Gillian Armstrong,2016-11-01,1992,R,93
Movie,The Last Exorcism,Daniel Stamm,2019-09-01,2010,PG-13,88
Movie,The Last Face,Sean Penn,2020-01-13,2016,R,131
Movie,Baaghi,Sabir Khan,2018-08-04,2016,TV-14,127
Movie,The Last Hangover,Rodrigo Van Der Put,2018-12-21,2018,TV-MA,44
Movie,The last hour,Eduardo Mendoza de Echave,2018-06-15,2017,TV-MA,119
TV Show,The Last Kids on Earth,,2020-10-16,2020,TV-Y7,3
TV Show,The Last Kingdom,,2020-04-26,2020,TV-MA,4
Movie,The Last Laugh,Greg Pritikin,2019-01-11,2019,TV-MA,99
Movie,The Last Man on the Moon,Mark Craig,2016-05-26,2014,TV-PG,96
TV Show,The Last O.G.,,2019-12-04,2019,TV-MA,2
TV Show,The Last of the Schmucks,,2019-02-07,2017,TV-MA,1
Movie,The Last Resort,Dennis Scholl Kareem Tabsch,2019-04-21,2018,TV-14,70
Movie,The Last Runway,Rodrigo Salomón Pietro Scappini,2019-03-01,2018,TV-MA,107
Movie,Baahubali 2: The Conclusion (Hindi Version),S.S. Rajamouli,2017-08-07,2017,TV-MA,165
Movie,The Last Shaman,Raz Degan,2017-09-01,2016,TV-14,83
Movie,The Last Summer,William Bindley,2019-05-03,2019,TV-14,110
Movie,The Last Thing He Wanted,Dee Rees,2020-02-21,2020,R,116
Movie,The Last Whistle,Rob Smat,2019-10-26,2019,PG,88
TV Show,The Last Word,,2020-09-17,2020,TV-MA,1
Movie,The Late Bloomer,Kevin Pollak,2020-11-06,2016,R,95
Movie,The Laundromat,Steven Soderbergh,2019-10-18,2019,R,96
Movie,The Laws of Thermodynamics,Mateo Gil,2018-08-31,2018,TV-MA,101
TV Show,The Least Expected Day: Inside the Movistar Team 2019,José Larraza Marc Pons,2020-03-27,2020,TV-MA,1
Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,2018-07-06,2018,TV-14,83
Movie,Baahubali 2: The Conclusion (Malayalam Version),S.S. Rajamouli,2017-08-07,2017,TV-14,166
Movie,The Legacy of the Bones,Fernando González Molina,2020-04-17,2019,TV-MA,121
Movie,The Legend of 420,Peter Spirer,2017-12-01,2017,TV-MA,87
Movie,The Legend of Bhagat Singh,Rajkumar Santoshi,2020-10-12,2002,TV-14,156
TV Show,The Legend of Bruce Lee,,2017-07-07,2008,TV-14,1
Movie,The Legend of Cocaine Island,Theo Love,2019-03-29,2019,TV-MA,87
TV Show,The Legend of Korra,,2020-08-14,2014,TV-Y7,4
Movie,The Legend of Michael Mishra,Manish Jha,2019-04-01,2016,TV-14,118
TV Show,The Legend of White Snake,,2019-07-05,2019,TV-14,1
TV Show,The Letdown,,2019-07-31,2019,TV-MA,2
TV Show,The Letter for the King,,2020-03-20,2020,TV-PG,1
Movie,Baahubali 2: The Conclusion (Tamil Version),S.S. Rajamouli,2017-08-07,2017,TV-MA,166
Movie,The Letter Reader,Sibusiso Khuzwayo,2020-07-23,2019,TV-PG,30
TV Show,The Liar,,2017-10-21,2013,TV-14,1
TV Show,The Liar and His Lover,,2019-10-01,2017,TV-PG,1
TV Show,The Liberator,,2020-11-11,2020,TV-MA,1
TV Show,The Lies Within,,2019-10-13,2019,TV-14,1
Movie,The Life Ahead,Edoardo Ponti,2020-11-13,2020,PG-13,95
Movie,The Lift Boy,Jonathan Augustin,2020-04-27,2020,TV-MA,107
Movie,The Light of My Eyes,,2020-06-05,2010,TV-MA,96
Movie,The Lighthouse of the Orcas,Gerardo Olivares,2017-04-07,2016,TV-MA,110
Movie,The Lion Woman,Vibeke Idsøe,2017-10-01,2016,TV-14,118
Movie,13 Sins,Daniel Stamm,2019-01-13,2014,R,93
Movie,Baahubali: The Beginning (English Version),S.S. Rajamouli,2018-10-24,2015,TV-14,138
Movie,The Little Hours,Jeff Baena,2018-12-23,2017,R,89
Movie,The Little Mermaid,Blake Harris Chris Bouchard,2018-12-01,2018,PG,85
TV Show,The Little Nyonya,,2017-11-01,2009,TV-14,1
Movie,The Little Prince,Mark Osborne,2020-11-06,2015,PG,107
Movie,The Little Switzerland,Kepa Sojo,2019-08-16,2019,TV-MA,86
Movie,The Little Vampire,Richard Claus Karsten Kiilerich,2020-04-01,2017,TV-G,83
Movie,The Little Wars,Maroun Baghdadi,2020-10-19,1982,TV-14,108
Movie,The Lives of Others,Florian Henckel von Donnersmarck,2019-03-15,2006,R,138
TV Show,The Lizzie Borden Chronicles,,2016-02-01,2015,TV-14,1
Movie,The Lobster,Yorgos Lanthimos,2018-12-02,2015,R,119
Movie,Baahubali: The Beginning (Hindi Version),S.S. Rajamouli,2017-08-07,2015,TV-14,159
Movie,The Lodgers,Brian O'Malley,2018-08-23,2017,R,93
